"NBa7we src","d4r55","RfnDt","eaLgGf","fontBodyLarge","xRkPPb","qmhsmd","ARRgmb src","wiI7pd","w8nwRe","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald","fontTitleSmall","DZSIDd","wiI7pd 2","NlVald 2","w8nwRe 2","fontBodySmall 3","fontBodySmall 4","kyuRq 2"
"https://lh3.googleusercontent.com/a-/ALV-UjXZaiGuFJRgA9Q8wAiABXVibKHygiM-7TfbUCSo1Nbe8NeGSvw=w50-h50-p-rp-mo-ba12-br100","Hello World","Local Guide · 21 bài đánh giá · 221 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Tôi từng đến đây một lần với tư cách kỹ thuật viên để hỗ trợ khách hàng. Nơi này nằm trên đường Nguyễn Hữu Canh, có view rất đẹp, đối diện cổng vào là tòa nhà Landmark 81, tòa nhà mà tôi rất thích. An ninh tốt và bảo vệ thân thiện. Thiết kế căn hộ đẹp, tôi rất ấn tượng.","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","https://www.booking.com/Share-IMzPw18","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWq9nVggfjPgY32qEHA9SZO_AO2WDYruh5_PAFgekP4neak5fZRXA=w50-h50-p-rp-mo-ba12-br100","amar","Local Guide · 25 bài đánh giá · 44 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Vị trí tuyệt vời tại khu trung tâm thương mại Sài Gòn, gần quán rượu Bác Long Phương. Tòa nhà có tầm nhìn hoàn hảo ra màn trình diễn pháo hoa. Khu vực rất an ninh và có chỗ đậu xe. Nhân viên tòa nhà nhiệt tình và chuyên nghiệp. Rất đáng để lựa chọn!","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","11 tháng trước","Cảm ơn rất nhiều về nhận xét của bạn, tôi rất trân trọng điều đó.

Hẹn gặp lại lần sau!
Ông Nhan","Thích","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjVcRM1G3EuY3vYg0axKw4hs8efNcnsTe_ScMOe7qs7_TsphbP-a=w50-h50-p-rp-mo-ba12-br100","Souman Sh","Local Guide · 212 bài đánh giá · 65 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nơi tuyệt vời để ở, tôi đã ở đây 2 ngày qua Airbnb và rất hài lòng.

Mọi thứ đều gọn gàng và sạch sẽ. Quảng trường Thời đại chỉ cách đó 5 km. …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJYjmdURT8Ai0qTDvqAL744c4tVao-pX_4XJseY5MILQB_VcA=w50-h50-p-rp-mo-ba12-br100","Tom Lee","Local Guide · 230 bài đánh giá · 425 ảnh","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Tòa nhà Manor có vị trí rất thuận lợi và dễ dàng tiếp cận. Tòa nhà và các căn hộ đều trang nhã và được xây dựng tốt. Thiết kế bao gồm nhiều không gian mở, được ngăn cách khỏi tiếng ồn và sự hối hả nhộn nhịp của con đường phía trước.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Xếp hạng thấp nhất","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","5/5","7 tháng trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Địa điểm thuận tiện, và chủ nhà Jincheol phản hồi nhanh chóng.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Hàn)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Trip.com Member","","","5/5","7 tháng trước trên","Trip.com","https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png","Nơi này sạch sẽ, không chật chội và rất tiện lợi vì có cửa hàng tiện lợi gần đó.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Hàn)","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJoMH38RxE8Ebx6TSp2CdkkSUrqh3BnvWMC4xq2vC8rUbi4zA=w50-h50-p-rp-mo-ba12-br100","Mark Waldron","Local Guide · 181 bài đánh giá · 370 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Căn hộ tuyệt vời, hồ bơi đẹp, vị trí đắc địa, và chỉ cách chợ Bình Thạnh, đường Bùi Viện một quãng ngắn. …","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIiA5dgOOCVBbMWU18K1nmzTZZy_Rcp6gsX_pEbY6qW7_4erw=w50-h50-p-rp-mo-ba12-br100","Abhijith Balakrishnan","Local Guide · 208 bài đánh giá · 202 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Căn hộ đẹp với nhân viên thân thiện, cửa hàng tiện lợi Seven Eleven và hồ bơi sạch sẽ trên sân thượng.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWhEJTcB8n6czvI_pXBdePDWkyLvBIL4SJtlTSUiHu8Mnt-40Pr=w50-h50-p-rp-mo-ba12-br100","Thuý Phạm","Local Guide · 1 bài đánh giá · 29 ảnh","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Các câu lạc bộ rất tốt với giá cả phải chăng, Nam rất nhiệt tình và thân thiện.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIeAaLLOBTIWakntwb9n-0uzgJTkIR33qd1TT5USfOlfuiaMQ=w50-h50-p-rp-mo-ba12-br100","R D","Local Guide · 21 bài đánh giá","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Thuận tiện bắt taxi đi vào thành phố và mua sắm
Tôi rất thích căn hộ này.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUugo3VXAoSNTwn0oFw0Io9lNQ_qp8w3WpLSRyrcu4B430zWoJJwQ=w50-h50-p-rp-mo-ba12-br100","Hung-Man VU","Local Guide · 513 bài đánh giá · 1.868 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nơi lưu trú tốt. Sạch sẽ.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIlBP9qs3alpS3sj6FdBacdpcQfM13l-l-XjU5cv0h0J8CcOg=w50-h50-p-rp-mo-br100","Jeffrey Lao","1 bài đánh giá","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Bảo mật và riêng tư, trên hết là thay đổi kết nối.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXJB1VX5W39Hl-5bTgE8q7AExvqZ5XUjWtJG1T0V0_oi1NLK0Ph=w50-h50-p-rp-mo-ba12-br100","#AI ONPASSIVE VIET NAM","Local Guide · 7 bài đánh giá · 14 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Tuyệt","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","11 tháng trước","Cảm ơn bạn rất nhiều","Thích","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjVp81T57QJGnQXx0W6DCryktxH9sjsoJM-IOWcsZ2EAB-r-SA6a=w50-h50-p-rp-mo-br100","Nguyễn Thuỳ Linh","10 bài đánh giá · 5 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Được rồi","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)","","","Chia sẻ","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUicuLsHjK7aLuy-MB_FoFFYbp7IUAKpWwMc5VSpkPuRplJedKqYg=w50-h50-p-rp-mo-ba12-br100","Minh Thanh","Local Guide · 90 bài đánh giá · 182 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Chúc mừng sinh nhật Voi.","","Bản dịch của Google","・","Xem bản gốc (Tiếng Hy Lạp)","","","Chia sẻ","","","","Thích","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJcp3pCe3u-0tH3txNh9dL7T3_tTXACOhyEmxE3ZLHCUtHfNQ=w50-h50-p-rp-mo-br100","이상영","4 bài đánh giá · 6 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","11 tháng trước","Cảm ơn rất nhiều

Căn hộ M Saigon","Thích","","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"","","","","Tất cả bài đánh giá","","","","","","","","","","","","","","","","","","",""
"","","","","Phù hợp nhất","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXPlyi0JYNZcOOBYDbHZC33r5MGXN8br9n2lXE5EtdXAacfR4GL=w50-h50-p-rp-mo-ba12-br100","Huong Vu","Local Guide · 54 bài đánh giá · 213 ảnh","","5/5","2 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Khách sạn có bãi đỗ oto.  Ở Sài Gòn mà kiếm dc chỗ ở có bãi oto ít chỗ có lắm luôn nhưng ksan này có nhé. Phòng rất rộng và thoải mái, đầy đủ tiện nghi
Lễ tân và bell đều dễ thương. Chiều mỗi ngày đều có bạn mang bánh đặc sản lên …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 tháng trước","Kính gửi cô Hương Vũ,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn cô rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho chúng …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=w50-h50-p-rp-br100","Traveler55158016782","","","5/5","5 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Tuần trước trong chuyến du lịch TP.HCM, vợ chồng tôi ở một căn hộ tại Landmark gần đó và tình cờ biết đến khách sạn Oakwood Hotel & Apartments Saigon. Sau khi ghé trải nghiệm, chúng tôi thực sự rất hài lòng.|Khách sạn có cơ sở vật chất rất …","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ8LRPUyvSCLTZpUuVvphw9wrQAYveX7CMyOR-7Xa5zpYbYUg=w50-h50-p-rp-mo-br100","Trung Nguyễn","2 bài đánh giá · 1 ảnh","","5/5","4 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Mình vừa có dịp lưu trú tại Oakwood Hotel & Apartments Saigon và thật sự rất hài lòng. Khách sạn có vị trí khá thuận tiện, dễ dàng di chuyển đến trung tâm cũng như các khu vực ăn uống, giải trí. …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","4 tháng trước","Kính gửi ông Trung Nguyễn,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn ông/bà đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXhee4M_Qav-ADGQpqKWz_IjBsHGGHUWry-EHfUUUpWR1Zcqyo=w50-h50-p-rp-mo-br100","sơn trần văn","3 bài đánh giá · 5 ảnh","","1/5","2 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Shipper. Giao hàng có mấy đồng 1 đơn mà đâụ xe bên ngoài bảo vệ không cho, bắt gửi xe trong toà nhà. Đồng ý vậy đi, mà phí gửi xe chém tới 15k/lượt cho xe máy, phí còn mắc hơn mấy toà nhà chọc trời khu trung tâm quận 1. Bảng giá gửi xe cũng …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một tháng trước","Kính gửi ông Sơn Trần Văn,

Cảm ơn ông đã dành thời gian chia sẻ ý kiến ​​của mình với chúng tôi. Chúng tôi …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjVoyf309FshYOxT58wtuEz2trwYyngStNWdoVT7eeBRgiYXM00I=w50-h50-p-rp-mo-br100","Iris Moon","2 bài đánh giá","","5/5","2 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Mình rất hài lòng với dịch vụ cũng như tiện nghi ở đây. Chỉ có điều làm mình hơi khó chịu đó là lúc lễ tân làm thủ tục đã vô tình đọc thành tiếng thông tin cá nhân của mình. Mặc dù chỉ là ngày tháng năm sinh thôi nhưng mình vẫn thấy không thoải mái, hy vọng lễ tân sẽ khắc phục điều này","","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 tháng trước","Kính gửi bà Iris Moon,

Cảm ơn bà đã dành thời gian chia sẻ phản hồi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/local-reviews/AJMZ0Qd0Gzx7-o-W0qn7F-oHhorx-ann6UFYRniBmE7Ar1MhRFtO-x6vY7U2LNCPC1lcQidkpw=w50-h50-p-rp-br100","Pioneer01337107177","","","5/5","3 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Tôi đã có những trải nghiệm thật sự tuyệt vời tại nơi đây khi đi cùng bạn. Ngay từ lúc nhận phòng, chúng tôi đã cảm nhận được sự thân thiện và hiếu khách từ đội ngũ nhân viên – luôn niềm nở, tận tình hỗ trợ. Không gian phòng sạch sẽ, gọn …","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QewvQXK08PhtQgCu1fT7TcdWcgcaXdOmFk48xW5xlmLo-Eqy0UOp2YqveGvl0etYz5BzA=w50-h50-p-rp-br100","Venture50365989868","","","5/5","2 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Khách sạn rất đẹp, nhân viên tận tình và chuyên nghiệp trong phục vụ, view phòng thoáng mát sạch sẽ.","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0Qdx0CtChWdL4amzhVtedU6JgNzs3A9KzPS8K998c7-u-mDeTb-7WQwuTD-PPX6BcVA5wg=w50-h50-p-rp-br100","Journey45971810800","","","5/5","5 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Trải nghiệm tại Oakwood thật sự đáng đồng tiền bát gạo. Phòng ốc thiết kế tinh tế, hiện đại và ấm cúng như ở nhà. Nhân viên hỗ trợ tận tâm, chuyên nghiệp. Một lựa chọn hoàn hảo cho kỳ nghỉ.","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0Qdx0CtChWdL4amzhVtedU6JgNzs3A9KzPS8K998c7-u-mDeTb-7WQwuTD-PPX6BcVA5wg=w50-h50-p-rp-br100","Journey10733817818","","","5/5","2 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Phòng mới hiện đại tiện nghi. Nhân viên chuyên nghiệp. Sẽ quay lại cho dịp tới","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLxL1vGdYlYcoqOj9VDqTdTiXckrTrs2J7Yh1dvhhAEbTLsBw=w50-h50-p-rp-mo-br100","Phong Truong","1 bài đánh giá","","5/5","6 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Vi trí kg quá ồn ào. Phòng sach đầy đủ tiện nghi. Các bạn nhân viên vui vẻ thân thiện. Tuyệt vời.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","6 tháng trước","Kính gửi ông Phong Trường,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn ông đã dành thời gian đánh giá và viết nhận xét cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QdHDxxyBDO6igPA51sqxYAI1TTeuGvapT1sWSCJfPSgzOZltNlMhWmUDpj2A3v7zAw89g=w50-h50-p-rp-br100","Global37953815946","","","5/5","6 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Rất thoải mái khi ở tại đây, khách sạn thật chu đáo khi đáp ứng các nhu cầu của mình, mình thật sự đánh giá cao cách họ phục vụ tại đây. Mình sẽ giới thiệu nơi này cho người thân và bạn bè của mình, vị trí khách sạn cũng rất thuận lợi mặc dù hơi xa trung tâm quận 1 nhưng chỉ tốn 10-15 phút đi xe vẫn rất là tiện.","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QcoKrjftg2H5FSPDgamEji1HcAj6KJIMYEaB28IfM5URISpFokTGJ4TKCMmdB7Et-p_0g=w50-h50-p-rp-br100","FarAway62082108019","","","5/5","7 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Trải nghiệm tại Oakwood thật sự đáng nhớ. Khách sạn không chỉ là nơi nghỉ ngơi mà còn mang đến cảm giác ấm áp và thân thiện thông qua chất lượng dịch vụ tuyệt vời. Từ không gian đến cách phục vụ đều khiến tôi cảm thấy gần gũi như đang ở …","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK4FKhM2WCOQRcR0Qk7qdAYWAA9A9KnlnizSFpd5yPK1gVR6g=w50-h50-p-rp-mo-br100","Bình Hứa","4 bài đánh giá · 2 ảnh","","5/5","9 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Giữa vô vàn các khách sạn trên khắp Sài Gòn, thật sự mình rất thích nơi đây, cảm giác thật sự rất thân thuộc, mọi thứ họ cung cấp đều rất chu đáo và chuyên nghiệp. các bạn nhân viên đều rất hỗ trợ và nhiệt tình, mình thích cách bài trí từ …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","9 tháng trước","Kính gửi Bình Hứa,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
